fantasmapinky: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,0,0,0,0,0,199,199,199,199,199,199,
199,199,199,0,0,255,255,255,255,255,0,199,199,199,199,199,
199,199,0,0,255,156,156,156,156,255,255,0,199,199,199,199,
199,199,0,255,255,0,156,156,0,255,255,0,199,199,199,199,
199,199,0,255,255,255,255,255,255,255,255,0,199,199,199,199,
199,199,0,255,0,0,255,255,0,0,255,0,199,199,199,199,
199,199,0,255,255,0,0,0,0,255,255,0,199,199,199,199,
199,0,0,255,255,156,156,156,156,255,255,255,0,0,199,199,
199,0,255,255,255,255,156,156,156,156,255,255,255,0,0,199,
199,0,0,255,255,255,255,156,156,156,156,255,255,255,0,199,
199,199,0,0,0,255,255,255,156,156,156,156,255,255,0,199,
199,199,199,199,199,0,0,255,255,255,156,156,255,0,0,199,
199,199,199,199,199,199,199,0,0,255,255,255,0,0,199,199,
199,199,199,199,199,199,199,199,0,0,0,0,0,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


