fantasmaclidee: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,0,0,0,0,0,199,199,199,199,199,199,
199,199,199,0,0,87,87,87,87,87,0,199,199,199,199,199,
199,199,0,0,87,63,45,45,63,87,87,0,199,199,199,199,
199,199,0,87,87,45,45,45,45,87,87,0,199,199,199,199,
199,199,0,87,87,87,87,87,87,87,87,0,199,199,199,199,
199,199,0,87,63,63,87,87,63,63,87,0,199,199,199,199,
199,199,0,87,87,63,63,63,63,87,87,0,199,199,199,199,
199,0,0,87,87,45,45,45,45,87,87,87,0,0,199,199,
199,0,87,87,87,87,45,45,45,45,87,87,87,0,0,199,
199,0,0,87,87,87,87,45,45,45,45,87,87,87,0,199,
199,199,0,0,0,87,87,87,45,45,45,45,87,87,0,199,
199,199,199,199,199,0,0,87,87,87,45,45,87,0,0,199,
199,199,199,199,199,199,199,0,0,87,87,87,0,0,199,199,
199,199,199,199,199,199,199,199,0,0,0,0,0,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


